salary_id,employee_id,effective_date,base_salary,bonus_pct,currency,change_reason
51,23,2019-09-18,207900.0,13.1,USD,Promotion
52,23,2021-07-31,224800.0,7.7,USD,Promotion
53,23,2024-03-30,246200.0,19.6,USD,Promotion
54,24,2022-08-08,293000.0,24.8,USD,Hire
55,24,2024-07-18,339200.0,11.9,USD,Promotion
56,24,2025-08-17,367500.0,19.6,USD,Promotion
57,24,2025-06-02,367500.0,29.4,USD,Promotion
58,25,2023-08-22,242600.0,24.2,USD,Hire
59,25,2025-12-18,262500.0,10.5,USD,Promotion
60,26,2023-06-08,242900.0,6.3,USD,Hire
61,26,2025-11-26,280700.0,17.8,USD,Promotion
62,27,2019-02-07,57300.0,6.9,USD,Hire
63,27,2022-05-28,65400.0,18.8,USD,Promotion
64,28,2019-12-12,51600.0,13.7,USD,Hire
65,29,2025-12-28,168600.0,18.6,USD,Hire
66,29,2026-06-27,176500.0,19.3,USD,Adjustment
67,30,2023-12-23,49000.0,13.3,USD,Hire
68,30,2025-07-22,50200.0,21.3,USD,Merit Increase
69,30,2025-03-12,53400.0,28.0,USD,Merit Increase
70,31,2024-10-18,111700.0,24.3,USD,Hire
71,32,2019-07-26,162600.0,19.8,USD,Hire
72,32,2020-05-30,176800.0,7.8,USD,Promotion
73,33,2022-10-03,178300.0,11.2,USD,Hire
74,34,2024-06-05,167200.0,17.0,USD,Hire
75,34,2025-03-30,172000.0,19.0,USD,Merit Increase
76,35,2025-07-05,245800.0,15.7,USD,Hire
77,35,2026-05-28,262500.0,8.0,USD,Adjustment
78,35,2026-01-07,262500.0,26.4,USD,Merit Increase
79,35,2026-03-17,262500.0,6.3,USD,Promotion
80,36,2018-04-13,88200.0,13.2,USD,Hire
81,36,2021-12-29,93900.0,21.1,USD,Merit Increase
82,36,2021-08-30,96000.0,27.7,USD,Merit Increase
83,37,2018-04-30,100400.0,6.3,USD,Hire
84,37,2026-05-12,105400.0,14.7,USD,Adjustment
85,38,2021-10-22,97900.0,19.1,USD,Hire
86,39,2019-11-07,75000.0,8.2,USD,Hire
87,40,2019-09-07,78300.0,6.2,USD,Hire
88,40,2023-08-01,83300.0,18.9,USD,Merit Increase
89,41,2019-12-01,144000.0,11.5,USD,Hire
90,41,2020-10-02,160900.0,26.5,USD,Promotion
91,41,2020-08-27,167900.0,25.0,USD,Merit Increase
92,41,2021-03-21,174200.0,24.8,USD,Merit Increase
93,42,2024-03-29,109500.0,15.1,USD,Hire
94,42,2025-01-29,115500.0,28.8,USD,Promotion
95,42,2025-11-21,115500.0,26.7,USD,Merit Increase
96,43,2020-02-22,125100.0,15.6,USD,Hire
97,43,2023-06-25,132800.0,24.1,USD,Merit Increase
98,43,2023-06-24,140900.0,20.8,USD,Adjustment
99,43,2025-04-16,152800.0,15.3,USD,Promotion
100,44,2026-02-02,47800.0,20.4,USD,Hire
101,45,2017-12-29,146900.0,22.2,USD,Hire
102,45,2022-03-05,153700.0,25.0,USD,Merit Increase
103,46,2024-04-24,334200.0,5.2,USD,Hire
104,46,2024-11-06,342400.0,24.3,USD,Adjustment
105,46,2025-09-27,352100.0,19.4,USD,Merit Increase
106,47,2017-01-07,91700.0,18.4,USD,Hire
107,47,2018-04-14,96600.0,10.9,USD,Merit Increase
108,47,2017-10-28,106300.0,25.5,USD,Promotion
109,47,2024-08-26,111500.0,23.8,USD,Merit Increase
110,48,2017-12-16,139800.0,12.8,USD,Hire
111,48,2019-05-11,149600.0,16.0,USD,Merit Increase
112,48,2019-12-12,164300.0,20.8,USD,Promotion
113,48,2019-11-23,168000.0,6.3,USD,Merit Increase
114,49,2023-04-25,339800.0,9.1,USD,Hire
115,49,2025-01-17,351600.0,29.9,USD,Merit Increase
116,49,2025-08-05,367500.0,13.6,USD,Merit Increase
117,50,2022-07-08,141100.0,24.5,USD,Hire
118,50,2023-03-30,149800.0,16.0,USD,Adjustment
119,51,2024-03-25,153300.0,17.6,USD,Hire
120,51,2026-01-22,163200.0,25.3,USD,Merit Increase
121,51,2025-12-14,166500.0,22.7,USD,Adjustment
122,51,2025-04-07,172200.0,8.8,USD,Merit Increase
123,52,2025-12-23,58300.0,12.6,USD,Hire
124,52,2026-06-21,62100.0,8.1,USD,Merit Increase
125,52,2026-06-21,70900.0,25.5,USD,Promotion
126,53,2017-09-23,199700.0,24.4,USD,Hire
127,54,2024-12-15,84700.0,20.7,USD,Hire
128,54,2025-08-11,87600.0,13.0,USD,Merit Increase
129,55,2022-08-05,170800.0,7.7,USD,Hire
130,55,2023-03-14,180500.0,12.4,USD,Merit Increase
131,55,2023-04-21,185300.0,7.4,USD,Merit Increase
132,56,2023-11-18,71000.0,19.6,USD,Hire
133,56,2024-06-29,78200.0,23.1,USD,Promotion
134,57,2026-05-29,307100.0,19.0,USD,Hire
135,58,2016-07-14,53500.0,13.4,USD,Hire
136,58,2022-06-22,56600.0,13.7,USD,Merit Increase
137,59,2019-07-01,295100.0,19.1,USD,Hire
138,60,2025-10-26,249200.0,21.0,USD,Hire
139,61,2022-05-17,147600.0,10.2,USD,Hire
140,61,2022-12-26,151400.0,15.2,USD,Adjustment
141,62,2018-02-02,141700.0,6.3,USD,Hire
142,62,2020-11-08,164700.0,14.0,USD,Promotion
143,62,2022-05-24,173200.0,20.1,USD,Merit Increase
144,63,2024-06-30,317900.0,21.5,USD,Hire
145,64,2018-03-03,89400.0,10.8,USD,Hire
146,64,2023-02-27,94900.0,10.5,USD,Adjustment
147,65,2018-11-03,309200.0,10.7,USD,Hire
148,65,2023-10-08,320900.0,23.6,USD,Merit Increase
149,65,2019-08-13,335400.0,28.8,USD,Adjustment
150,66,2018-11-28,52800.0,20.9,USD,Hire
151,66,2019-11-28,56300.0,24.5,USD,Merit Increase
152,67,2016-10-15,210000.0,10.8,USD,Hire
153,68,2018-05-06,247600.0,22.5,USD,Hire
154,68,2024-10-25,258300.0,21.0,USD,Adjustment
155,68,2025-05-21,262500.0,20.8,USD,Promotion
156,69,2023-10-01,179900.0,19.1,USD,Hire
157,69,2025-06-24,183600.0,26.3,USD,Merit Increase
158,69,2024-12-11,189000.0,27.5,USD,Merit Increase
159,69,2024-09-03,189000.0,8.8,USD,Merit Increase
160,70,2018-06-22,143800.0,8.0,USD,Hire
161,71,2024-11-02,63200.0,7.3,USD,Hire
162,71,2026-03-24,70900.0,24.5,USD,Promotion
163,71,2025-05-03,73500.0,23.0,USD,Adjustment
164,72,2018-01-10,247400.0,14.4,USD,Hire
165,72,2021-07-14,258600.0,11.8,USD,Merit Increase
166,72,2024-07-25,276400.0,6.5,USD,Adjustment
167,73,2024-02-05,228700.0,21.8,USD,Hire
168,73,2025-06-19,241500.0,29.4,USD,Merit Increase
169,74,2024-12-06,228800.0,15.5,USD,Hire
170,75,2019-02-13,87100.0,15.7,USD,Hire
171,75,2024-12-18,91400.0,14.6,USD,Adjustment
172,76,2016-10-28,166200.0,14.9,USD,Hire
173,76,2019-09-25,171000.0,5.1,USD,Merit Increase
174,77,2018-12-03,314200.0,13.1,USD,Hire
175,77,2024-08-04,331200.0,22.8,USD,Merit Increase
176,78,2024-04-04,53500.0,7.2,USD,Hire
177,78,2025-08-21,56200.0,6.0,USD,Adjustment
178,79,2023-07-13,55600.0,15.8,USD,Hire
179,79,2024-02-24,59400.0,7.4,USD,Merit Increase
180,79,2026-03-20,62400.0,23.4,USD,Adjustment
181,80,2023-06-06,151100.0,6.6,USD,Hire
182,80,2025-04-12,177400.0,22.7,USD,Promotion
183,81,2017-03-04,279800.0,24.3,USD,Hire
184,81,2019-11-07,292000.0,21.7,USD,Merit Increase
185,82,2023-06-16,166400.0,15.6,USD,Hire
186,83,2025-04-28,163900.0,19.3,USD,Hire
187,84,2018-07-12,48300.0,20.8,USD,Hire
188,84,2023-05-28,51400.0,26.5,USD,Merit Increase
189,84,2019-10-17,54200.0,19.7,USD,Adjustment
190,85,2019-05-12,84500.0,20.5,USD,Hire
191,85,2022-08-15,88900.0,24.6,USD,Adjustment
192,86,2020-08-23,230500.0,24.6,USD,Hire
193,86,2022-12-21,239400.0,19.8,USD,Adjustment
194,87,2019-03-08,126600.0,24.9,USD,Hire
195,88,2023-10-08,123300.0,17.1,USD,Hire
196,88,2025-07-30,127600.0,15.2,USD,Merit Increase
197,89,2025-05-17,314200.0,18.5,USD,Hire
198,89,2026-05-29,361900.0,6.2,USD,Promotion
199,90,2024-10-10,99000.0,8.8,USD,Hire
200,91,2019-10-13,55800.0,8.3,USD,Hire
201,92,2018-10-05,120400.0,24.8,USD,Hire
202,92,2026-01-07,139900.0,11.4,USD,Promotion
203,93,2020-06-27,61800.0,20.3,USD,Hire
204,93,2024-07-10,65800.0,25.4,USD,Merit Increase
205,93,2021-12-15,68300.0,29.9,USD,Merit Increase
206,93,2026-04-05,73500.0,7.1,USD,Promotion
207,94,2016-07-16,220500.0,21.2,USD,Hire
208,95,2023-10-22,168600.0,12.4,USD,Hire
209,95,2025-11-21,187100.0,25.2,USD,Promotion
210,95,2025-08-25,199500.0,13.8,USD,Promotion
211,96,2022-08-28,223800.0,9.2,USD,Hire
212,96,2024-07-27,230000.0,24.0,USD,Merit Increase
213,97,2016-12-02,199700.0,23.5,USD,Hire
214,97,2021-01-11,204100.0,10.4,USD,Adjustment
215,97,2021-03-08,214300.0,8.3,USD,Merit Increase
216,98,2017-10-19,203500.0,19.6,USD,Hire
217,98,2024-05-05,213700.0,24.1,USD,Merit Increase
218,99,2024-12-31,159100.0,16.6,USD,Hire
219,99,2025-11-07,178800.0,23.5,USD,Promotion
220,100,2022-07-12,156000.0,10.2,USD,Hire
221,100,2023-03-07,160400.0,8.5,USD,Merit Increase
222,100,2024-06-15,182000.0,8.1,USD,Promotion
223,101,2016-08-27,59700.0,5.9,USD,Hire
224,101,2017-06-01,67000.0,14.5,USD,Promotion
225,101,2017-11-26,71700.0,11.9,USD,Adjustment
226,101,2021-05-08,73500.0,6.6,USD,Merit Increase
227,102,2026-01-15,145000.0,10.3,USD,Hire
228,103,2024-03-22,104200.0,21.1,USD,Hire
229,103,2026-05-02,110800.0,23.8,USD,Adjustment
230,103,2025-12-29,115500.0,5.7,USD,Merit Increase
231,104,2018-06-24,95400.0,7.4,USD,Hire
232,105,2021-12-07,340000.0,16.1,USD,Hire
233,105,2022-09-02,353900.0,27.1,USD,Merit Increase
234,106,2025-09-04,287800.0,7.0,USD,Hire
235,106,2026-03-18,301600.0,28.8,USD,Merit Increase
236,106,2026-05-18,330100.0,5.6,USD,Promotion
237,107,2016-07-15,60100.0,13.2,USD,Hire
238,108,2026-06-06,184000.0,8.1,USD,Hire
239,109,2017-10-15,152700.0,9.9,USD,Hire
240,109,2018-08-06,160000.0,24.0,USD,Merit Increase
241,110,2021-07-27,174500.0,7.7,USD,Hire
242,110,2025-01-06,189000.0,20.6,USD,Promotion
243,110,2024-05-16,189000.0,14.0,USD,Promotion
244,111,2020-10-31,132900.0,15.1,USD,Hire
245,111,2023-04-05,136800.0,18.5,USD,Merit Increase
246,111,2021-10-27,139800.0,8.2,USD,Merit Increase
247,112,2021-04-10,243800.0,9.7,USD,Hire
248,112,2024-10-18,260300.0,11.6,USD,Merit Increase
249,113,2017-10-05,130300.0,5.5,USD,Hire
250,113,2023-09-06,135800.0,25.5,USD,Merit Increase
251,114,2025-10-05,64400.0,14.4,USD,Hire
252,114,2026-04-04,68000.0,28.6,USD,Adjustment
253,115,2018-08-27,55300.0,9.9,USD,Hire
254,115,2021-02-14,57900.0,28.2,USD,Merit Increase
255,116,2021-06-16,198500.0,18.9,USD,Hire
256,116,2023-09-25,203700.0,20.0,USD,Adjustment
257,117,2020-10-21,72900.0,24.9,USD,Hire
258,118,2024-10-31,125200.0,13.0,USD,Hire
259,118,2025-07-09,131200.0,11.5,USD,Merit Increase
260,119,2016-10-25,130300.0,7.7,USD,Hire
261,120,2017-11-08,188700.0,13.6,USD,Hire
262,120,2021-07-21,196400.0,26.8,USD,Merit Increase
263,120,2025-11-26,204800.0,11.0,USD,Merit Increase
264,121,2019-10-15,213600.0,5.1,USD,Hire
265,122,2019-02-17,100600.0,7.0,USD,Hire
266,122,2022-11-09,112200.0,22.5,USD,Promotion
267,122,2024-03-09,114900.0,14.7,USD,Adjustment
268,123,2026-05-22,54100.0,20.6,USD,Hire
269,124,2023-07-08,240800.0,14.2,USD,Hire
270,124,2025-02-14,247600.0,15.4,USD,Adjustment
271,124,2026-04-08,260800.0,16.0,USD,Merit Increase
272,125,2018-02-01,155200.0,9.3,USD,Hire
273,126,2025-05-02,200400.0,10.3,USD,Hire
274,126,2025-11-16,232900.0,11.1,USD,Promotion
275,127,2023-11-07,61400.0,20.4,USD,Hire
276,128,2023-05-26,310500.0,14.8,USD,Hire
277,129,2018-08-12,66200.0,21.1,USD,Hire
278,129,2021-06-16,73500.0,29.0,USD,Promotion
279,129,2026-04-20,73500.0,14.8,USD,Merit Increase
280,129,2025-04-06,73500.0,29.6,USD,Merit Increase
281,130,2019-08-27,96800.0,22.0,USD,Hire
282,130,2023-01-22,102200.0,19.4,USD,Merit Increase
283,130,2023-12-19,105100.0,21.4,USD,Merit Increase
284,131,2018-12-19,301800.0,11.0,USD,Hire
285,131,2024-12-17,321500.0,7.9,USD,Merit Increase
286,132,2018-10-17,45000.0,23.0,USD,Hire
287,132,2020-10-02,47400.0,14.0,USD,Merit Increase
288,132,2025-07-17,49800.0,11.0,USD,Merit Increase
289,133,2018-08-24,119800.0,6.8,USD,Hire
290,134,2022-01-20,168000.0,6.8,USD,Hire
291,134,2025-07-06,176400.0,25.3,USD,Merit Increase
292,134,2025-09-25,199500.0,7.8,USD,Promotion
293,135,2026-02-05,175000.0,16.8,USD,Hire
294,136,2026-01-15,256000.0,18.5,USD,Hire
295,137,2022-06-13,46100.0,24.5,USD,Hire
296,138,2025-07-07,53700.0,24.4,USD,Hire
297,139,2025-12-15,77300.0,14.1,USD,Hire
298,139,2026-06-13,79000.0,29.3,USD,Adjustment
299,139,2026-06-13,83800.0,13.4,USD,Merit Increase
300,140,2025-08-03,158000.0,18.5,USD,Hire
301,140,2026-05-27,163900.0,12.2,USD,Merit Increase
302,140,2026-02-12,169300.0,24.0,USD,Merit Increase
303,141,2017-10-03,215500.0,6.4,USD,Hire
304,141,2023-03-02,226300.0,17.9,USD,Merit Increase
305,141,2025-08-22,240600.0,16.1,USD,Merit Increase
306,141,2022-05-01,255000.0,10.7,USD,Merit Increase
307,142,2019-12-14,94300.0,17.6,USD,Hire
308,142,2021-07-03,96900.0,23.9,USD,Merit Increase
309,142,2022-02-18,103300.0,29.1,USD,Merit Increase
310,143,2025-11-20,178200.0,5.8,USD,Hire
311,144,2021-04-03,139300.0,5.8,USD,Hire
312,144,2024-11-17,144500.0,23.0,USD,Merit Increase
313,145,2022-12-12,239300.0,24.6,USD,Hire
314,146,2018-08-17,56800.0,20.8,USD,Hire
315,146,2020-11-23,59900.0,7.5,USD,Merit Increase
316,146,2020-01-31,65300.0,11.6,USD,Promotion
317,147,2019-11-23,151000.0,18.5,USD,Hire
318,147,2023-03-29,158800.0,7.1,USD,Merit Increase
319,148,2022-12-22,241500.0,17.6,USD,Hire
320,148,2023-11-21,254500.0,13.2,USD,Merit Increase
321,149,2026-04-20,47400.0,11.1,USD,Hire
322,150,2025-10-02,145400.0,21.3,USD,Hire
323,150,2026-05-17,150600.0,13.9,USD,Adjustment
324,150,2026-04-30,165500.0,13.1,USD,Promotion
325,151,2026-02-01,284200.0,9.1,USD,Hire
326,152,2022-07-10,245800.0,20.1,USD,Hire
327,153,2023-03-05,92700.0,21.1,USD,Hire
328,153,2025-02-13,101900.0,22.4,USD,Promotion
329,154,2019-09-13,90100.0,12.0,USD,Hire
330,154,2021-06-29,99600.0,13.0,USD,Promotion
331,154,2022-11-16,108800.0,18.3,USD,Promotion
332,154,2024-05-07,114700.0,20.6,USD,Merit Increase
333,155,2022-02-11,243700.0,21.5,USD,Hire
334,155,2023-02-26,253800.0,20.0,USD,Merit Increase
335,156,2019-03-06,146800.0,6.0,USD,Hire
336,157,2023-03-11,163100.0,14.6,USD,Hire
337,158,2017-02-02,109200.0,21.2,USD,Hire
338,158,2017-10-19,115500.0,14.9,USD,Promotion
339,158,2018-01-09,115500.0,21.2,USD,Merit Increase
340,159,2017-02-11,100800.0,6.8,USD,Hire
341,159,2018-10-14,107400.0,8.9,USD,Merit Increase
342,159,2026-05-25,111100.0,16.5,USD,Merit Increase
343,159,2022-08-12,114900.0,8.6,USD,Merit Increase
344,160,2018-04-02,215700.0,9.4,USD,Hire
345,160,2024-12-01,242000.0,27.0,USD,Promotion
346,160,2020-02-15,251800.0,6.4,USD,Merit Increase
347,161,2026-06-15,70800.0,11.9,USD,Hire
348,162,2021-08-03,106600.0,23.7,USD,Hire
349,162,2022-05-03,115500.0,21.3,USD,Promotion
350,162,2024-02-03,115500.0,16.2,USD,Merit Increase
351,163,2025-05-18,333900.0,24.0,USD,Hire
352,163,2025-11-24,367500.0,13.2,USD,Promotion
353,164,2024-05-04,253400.0,24.2,USD,Hire
354,165,2019-03-19,218100.0,18.7,USD,Hire
355,165,2021-02-07,232100.0,21.5,USD,Merit Increase
356,165,2023-01-08,245000.0,26.3,USD,Merit Increase
357,166,2017-09-22,169300.0,8.5,USD,Hire
358,167,2024-09-03,141900.0,9.9,USD,Hire
359,167,2025-07-15,159500.0,24.1,USD,Promotion
360,167,2025-07-28,167500.0,18.8,USD,Merit Increase
361,167,2025-07-31,173700.0,27.6,USD,Merit Increase
362,168,2021-03-08,96800.0,22.0,USD,Hire
363,168,2022-06-05,98800.0,13.9,USD,Merit Increase
364,169,2023-02-01,233800.0,21.5,USD,Hire
365,169,2024-07-06,238700.0,8.1,USD,Merit Increase
366,169,2025-03-03,262500.0,6.5,USD,Promotion
367,169,2025-09-24,262500.0,12.2,USD,Merit Increase
368,170,2022-01-02,148400.0,5.2,USD,Hire
369,171,2020-08-27,133900.0,7.1,USD,Hire
370,171,2024-08-24,144700.0,7.7,USD,Promotion
371,171,2024-07-10,149000.0,26.7,USD,Adjustment
372,172,2018-04-27,175000.0,23.4,USD,Hire
373,173,2025-01-18,316400.0,20.4,USD,Hire
374,173,2026-04-02,326500.0,29.5,USD,Merit Increase
375,173,2026-05-31,367500.0,22.6,USD,Promotion
376,174,2016-09-02,65700.0,17.9,USD,Hire
377,175,2026-03-18,52600.0,11.5,USD,Hire
378,176,2019-12-08,45900.0,19.0,USD,Hire
379,177,2017-07-31,76100.0,22.6,USD,Hire
380,178,2025-04-30,122500.0,11.6,USD,Hire
381,179,2016-08-27,164300.0,10.3,USD,Hire
382,180,2022-06-30,110000.0,24.4,USD,Hire
383,180,2025-10-23,112400.0,18.0,USD,Merit Increase
384,180,2025-09-21,119300.0,28.2,USD,Merit Increase
385,181,2024-04-18,193300.0,21.3,USD,Hire
386,182,2018-12-01,140700.0,11.5,USD,Hire
387,182,2023-07-25,162800.0,5.5,USD,Promotion
388,182,2021-05-23,168200.0,18.7,USD,Merit Increase
389,183,2024-07-22,150500.0,7.6,USD,Hire
390,184,2025-02-14,50100.0,10.6,USD,Hire
391,184,2026-02-16,58200.0,7.4,USD,Promotion
392,184,2026-05-30,62900.0,18.1,USD,Promotion
393,185,2019-04-19,162300.0,9.7,USD,Hire
394,185,2025-06-05,169300.0,8.9,USD,Adjustment
395,185,2020-06-16,176400.0,27.7,USD,Merit Increase
396,186,2021-11-09,275200.0,9.3,USD,Hire
397,186,2022-08-15,286400.0,22.6,USD,Merit Increase
398,187,2018-04-23,152800.0,18.7,USD,Hire
399,187,2018-10-26,163100.0,12.1,USD,Adjustment
400,188,2017-07-16,156900.0,8.4,USD,Hire
401,188,2018-08-26,173800.0,28.0,USD,Promotion
402,188,2022-10-09,181800.0,22.7,USD,Merit Increase
403,189,2022-05-02,165600.0,21.1,USD,Hire
404,190,2022-06-16,209200.0,7.9,USD,Hire
405,190,2025-03-17,220100.0,18.1,USD,Merit Increase
406,191,2017-09-07,123400.0,15.1,USD,Hire
407,191,2025-06-22,130800.0,27.7,USD,Merit Increase
408,191,2019-05-27,145300.0,20.9,USD,Promotion
409,192,2018-10-12,60000.0,18.1,USD,Hire
410,193,2024-11-17,278900.0,10.8,USD,Hire
411,193,2025-12-19,321400.0,6.3,USD,Promotion
412,194,2020-04-22,57800.0,14.3,USD,Hire
413,195,2019-06-23,186300.0,15.4,USD,Hire
414,195,2021-04-18,208400.0,20.6,USD,Promotion
415,196,2018-10-24,135300.0,10.0,USD,Hire
416,196,2020-09-07,152400.0,8.0,USD,Promotion
417,196,2019-11-19,155500.0,17.3,USD,Merit Increase
418,197,2018-06-26,150600.0,16.0,USD,Hire
419,198,2019-10-03,114400.0,5.1,USD,Hire
420,198,2021-04-18,117200.0,10.4,USD,Merit Increase
421,199,2019-01-07,176100.0,9.7,USD,Hire
422,200,2021-05-26,347500.0,8.1,USD,Hire
423,200,2024-12-08,360900.0,14.6,USD,Merit Increase
424,200,2022-09-14,367500.0,15.8,USD,Merit Increase
425,200,2025-04-22,367500.0,16.1,USD,Promotion
426,201,2023-03-28,142000.0,14.3,USD,Hire
427,201,2024-05-24,158600.0,9.4,USD,Promotion
428,201,2025-07-29,168600.0,21.3,USD,Merit Increase
429,202,2018-05-14,132900.0,22.6,USD,Hire
430,203,2019-08-16,135000.0,15.7,USD,Hire
431,203,2020-05-17,142500.0,17.1,USD,Merit Increase
432,204,2024-03-02,304800.0,21.6,USD,Hire
433,204,2025-01-29,334800.0,11.4,USD,Promotion
434,205,2024-07-25,342100.0,14.5,USD,Hire
435,206,2020-02-19,334200.0,9.7,USD,Hire
436,206,2021-12-31,367500.0,22.3,USD,Promotion
437,206,2022-06-29,367500.0,14.8,USD,Merit Increase
438,207,2024-05-10,176900.0,7.9,USD,Hire
439,207,2026-05-12,185700.0,9.1,USD,Merit Increase
440,207,2025-05-06,189000.0,22.2,USD,Promotion
441,207,2025-01-25,189000.0,23.5,USD,Merit Increase
442,208,2021-08-14,142300.0,19.3,USD,Hire
443,208,2023-01-23,148500.0,13.3,USD,Merit Increase
444,209,2016-11-08,281500.0,16.7,USD,Hire
445,209,2022-01-04,295800.0,15.3,USD,Merit Increase
446,209,2022-11-19,304100.0,23.2,USD,Merit Increase
447,210,2022-10-30,83100.0,19.6,USD,Hire
448,210,2025-03-08,85100.0,27.7,USD,Merit Increase
449,210,2026-02-07,90700.0,16.5,USD,Merit Increase
450,211,2022-05-25,142100.0,11.6,USD,Hire
451,212,2018-08-29,165900.0,6.0,USD,Hire
452,213,2026-06-25,113900.0,9.5,USD,Hire
453,214,2021-10-10,314000.0,22.1,USD,Hire
454,215,2022-11-22,168200.0,24.6,USD,Hire
455,215,2024-05-31,189000.0,24.0,USD,Promotion
456,215,2023-09-26,189000.0,9.2,USD,Adjustment
457,216,2022-02-26,52400.0,22.0,USD,Hire
458,216,2024-09-01,53600.0,28.8,USD,Merit Increase
459,216,2023-12-15,55500.0,27.2,USD,Adjustment
460,216,2025-10-19,58000.0,25.1,USD,Merit Increase
461,217,2024-08-05,148300.0,6.9,USD,Hire
462,217,2025-04-03,153100.0,27.7,USD,Merit Increase
463,217,2025-02-09,159800.0,16.1,USD,Merit Increase
464,218,2024-06-07,279100.0,22.6,USD,Hire
465,219,2025-05-30,235500.0,11.7,USD,Hire
466,219,2026-04-09,247600.0,11.1,USD,Merit Increase
467,219,2026-01-19,262500.0,28.2,USD,Promotion
468,220,2017-03-01,144400.0,15.1,USD,Hire
469,220,2018-02-20,151900.0,16.4,USD,Merit Increase
470,220,2023-02-22,156500.0,19.4,USD,Merit Increase
471,220,2025-08-24,162400.0,16.3,USD,Merit Increase
472,221,2016-11-16,46900.0,11.3,USD,Hire
473,222,2017-12-22,174800.0,6.1,USD,Hire
474,223,2025-02-21,322100.0,15.4,USD,Hire
475,224,2018-01-16,68500.0,17.1,USD,Hire
476,225,2019-01-30,85200.0,20.9,USD,Hire
477,226,2021-05-25,172600.0,22.3,USD,Hire
478,226,2025-04-04,184600.0,13.6,USD,Merit Increase
479,226,2024-01-31,199500.0,17.2,USD,Promotion
480,227,2021-05-05,300200.0,19.5,USD,Hire
481,227,2024-10-12,313800.0,23.5,USD,Adjustment
482,228,2018-10-12,95900.0,12.5,USD,Hire
483,228,2022-10-18,108100.0,13.7,USD,Promotion
484,228,2019-04-21,113300.0,11.0,USD,Merit Increase
485,229,2020-04-30,59800.0,18.9,USD,Hire
486,229,2026-01-01,61800.0,5.8,USD,Merit Increase
487,230,2020-12-25,243400.0,8.5,USD,Hire
488,231,2018-11-22,163000.0,18.9,USD,Hire
489,232,2024-06-15,157700.0,20.0,USD,Hire
490,232,2026-01-16,173600.0,27.9,USD,Promotion
491,232,2025-10-02,179100.0,8.8,USD,Merit Increase
492,232,2025-07-27,184600.0,26.4,USD,Merit Increase
493,233,2026-01-09,156700.0,13.0,USD,Hire
