review_id,employee_id,review_year,rating,score,goals_met_pct,manager_recommendation,review_date
87,46,2025,Meets,3.7,45.6,Retain,2025-11-11
88,47,2023,Meets,3.0,96.0,Retain,2023-12-18
89,47,2024,Exceeds,5.0,95.8,Retain,2024-11-08
90,47,2025,PIP,1.3,61.3,PIP,2025-11-13
91,49,2024,Meets,3.4,81.7,Retain,2024-12-10
92,49,2025,Below,2.4,63.4,Retain,2025-11-25
93,50,2023,Meets,3.3,95.3,Retain,2023-11-08
94,50,2024,Meets,3.1,54.5,Retain,2024-12-12
95,50,2025,Exceeds,4.8,64.9,Promote,2025-12-26
96,51,2025,Meets,3.3,93.5,Retain,2025-11-24
97,53,2023,Meets,3.7,67.5,Retain,2023-12-11
98,53,2024,Meets,3.1,97.5,Retain,2024-12-05
99,53,2025,Exceeds,4.3,44.8,Retain,2025-12-28
100,54,2025,Meets,3.3,47.6,Retain,2025-11-18
101,55,2023,Meets,3.2,71.3,Retain,2023-11-20
102,55,2024,Meets,3.6,40.9,Retain,2024-12-21
103,55,2025,PIP,1.6,70.7,Exit,2025-12-07
104,56,2024,Meets,2.8,60.8,Retain,2024-11-10
105,56,2025,Meets,3.7,75.6,Retain,2025-11-22
106,58,2023,Meets,3.5,83.9,Retain,2023-12-02
107,61,2023,Meets,2.8,62.1,Retain,2023-12-19
108,61,2024,Meets,3.8,47.3,Retain,2024-12-22
109,61,2025,Meets,3.6,44.5,Retain,2025-12-11
110,62,2023,Below,2.1,89.5,PIP,2023-11-18
111,62,2024,Meets,2.9,41.4,Retain,2024-12-10
112,62,2025,Meets,3.8,57.6,Retain,2025-12-13
113,64,2023,Meets,3.1,59.6,Retain,2023-12-26
114,64,2024,Meets,3.7,55.7,Retain,2024-11-27
115,64,2025,Meets,3.8,48.3,Retain,2025-12-04
116,65,2023,Meets,3.6,91.0,Retain,2023-11-04
117,65,2024,Exceeds,4.3,61.5,Promote,2024-11-28
118,65,2025,Exceeds,4.7,87.7,Promote,2025-12-28
119,68,2023,Exceeds,4.3,99.8,Retain,2023-11-09
120,68,2024,Meets,3.3,41.5,Retain,2024-11-16
121,68,2025,Below,2.7,42.1,PIP,2025-12-19
122,69,2024,Meets,3.8,52.7,Retain,2024-12-14
123,69,2025,Exceeds,4.1,66.5,Promote,2025-11-22
124,70,2023,Exceeds,4.9,98.8,Retain,2023-11-18
125,70,2024,Meets,3.0,63.7,Retain,2024-12-06
126,70,2025,Meets,3.8,72.1,Retain,2025-12-11
127,71,2025,Meets,3.4,57.5,Retain,2025-11-09
128,72,2023,Meets,2.9,99.7,Retain,2023-12-20
129,72,2024,Meets,3.0,61.6,Retain,2024-11-20
130,72,2025,Meets,3.2,41.4,Retain,2025-11-04
131,73,2025,Meets,3.2,87.7,Retain,2025-11-19
132,74,2025,Meets,3.1,94.5,Retain,2025-11-02
133,75,2023,Exceeds,4.0,68.4,Promote,2023-11-22
134,75,2024,Meets,3.7,80.8,Retain,2024-11-09
135,75,2025,Meets,3.8,81.8,Retain,2025-12-27
136,76,2023,Meets,3.5,55.6,Retain,2023-11-06
137,76,2024,Exceeds,4.8,72.8,Retain,2024-11-28
138,76,2025,Below,2.6,92.8,Retain,2025-11-25
139,77,2023,Meets,3.4,88.1,Retain,2023-11-15
140,77,2024,Below,2.1,88.2,PIP,2024-11-28
141,77,2025,Meets,3.4,73.3,Retain,2025-12-21
142,78,2025,Meets,2.9,49.2,Retain,2025-11-11
143,79,2024,Exceeds,4.7,70.6,Retain,2024-12-08
144,79,2025,Meets,3.6,78.9,Retain,2025-11-20
145,80,2024,Meets,2.9,53.7,Retain,2024-12-07
146,80,2025,Exceeds,4.7,87.7,Promote,2025-11-15
147,82,2024,PIP,1.1,68.7,Exit,2024-12-27
148,82,2025,Meets,2.8,65.5,Retain,2025-12-07
149,84,2023,Meets,3.4,43.4,Retain,2023-11-28
150,84,2024,Meets,3.3,50.7,Retain,2024-12-19
151,85,2023,Below,2.5,64.1,PIP,2023-11-19
152,85,2024,Exceeds,4.6,98.9,Promote,2024-12-12
153,85,2025,Meets,2.9,56.7,Retain,2025-12-04
154,86,2023,Meets,2.8,55.4,Retain,2023-11-06
155,87,2023,Meets,3.9,83.0,Retain,2023-12-11
156,87,2024,Meets,2.9,92.4,Retain,2024-12-01
157,87,2025,Meets,3.4,54.0,Retain,2025-11-15
158,88,2024,PIP,1.4,48.3,Exit,2024-12-20
159,88,2025,Below,2.6,78.7,PIP,2025-12-06
160,90,2025,Meets,3.9,92.8,Retain,2025-12-28
161,91,2023,Meets,3.3,45.7,Retain,2023-11-28
162,91,2024,Exceeds,4.4,65.1,Retain,2024-11-16
163,91,2025,PIP,1.6,71.4,PIP,2025-12-06
164,92,2023,Meets,3.6,64.4,Retain,2023-12-26
165,92,2024,Meets,3.6,70.2,Retain,2024-12-23
166,92,2025,Exceeds,4.9,43.4,Promote,2025-12-27
167,93,2023,Exceeds,4.1,50.2,Promote,2023-12-22
168,93,2024,Meets,3.6,93.0,Retain,2024-11-17
169,93,2025,Exceeds,4.8,53.8,Promote,2025-11-25
170,94,2023,Meets,3.1,98.7,Retain,2023-11-02
171,94,2024,Exceeds,4.9,71.0,Retain,2024-11-25
172,94,2025,Exceeds,4.1,57.8,Retain,2025-12-02
173,95,2024,Exceeds,5.0,52.2,Retain,2024-12-15
174,95,2025,Meets,3.4,55.7,Retain,2025-11-09
175,96,2023,Exceeds,4.8,92.8,Promote,2023-12-16
176,96,2024,Meets,3.7,41.0,Retain,2024-11-05
177,96,2025,Below,2.6,65.5,Retain,2025-12-08
178,97,2023,Meets,3.0,70.4,Retain,2023-11-11
179,97,2024,Below,2.6,89.1,Retain,2024-12-05
180,97,2025,Below,2.1,99.0,PIP,2025-11-27
181,98,2023,Exceeds,4.6,94.5,Retain,2023-11-01
182,98,2024,Meets,3.9,54.7,Retain,2024-11-23
183,98,2025,PIP,1.1,91.8,Exit,2025-11-17
184,99,2025,PIP,1.3,95.1,PIP,2025-11-08
185,100,2023,PIP,1.4,84.5,Exit,2023-11-20
186,100,2024,Meets,3.9,57.0,Retain,2024-12-16
187,100,2025,Below,1.9,74.0,PIP,2025-11-28
188,101,2023,Meets,3.4,76.8,Retain,2023-12-20
189,101,2024,PIP,1.4,97.5,PIP,2024-11-26
190,101,2025,Below,2.5,45.9,PIP,2025-11-11
191,103,2025,Below,2.5,40.5,Retain,2025-11-09
192,104,2023,Meets,3.5,57.0,Retain,2023-11-26
193,104,2024,Below,2.3,45.0,PIP,2024-12-07
194,104,2025,Meets,3.5,46.5,Retain,2025-12-19
195,105,2023,Meets,3.9,54.3,Retain,2023-12-13
196,105,2024,Exceeds,4.3,64.6,Promote,2024-11-28
197,105,2025,Meets,3.1,50.5,Retain,2025-12-14
198,107,2023,Meets,3.8,96.5,Retain,2023-11-13
199,107,2024,Meets,3.8,90.1,Retain,2024-12-22
200,107,2025,Meets,3.8,73.0,Retain,2025-11-27
201,109,2023,Meets,3.5,95.6,Retain,2023-11-09
202,109,2024,Below,2.6,95.8,PIP,2024-11-20
203,109,2025,Meets,3.9,62.2,Retain,2025-11-24
204,110,2023,Meets,3.9,84.8,Retain,2023-11-05
205,110,2024,Exceeds,4.5,44.8,Retain,2024-11-13
206,110,2025,Meets,3.2,72.4,Retain,2025-11-11
207,111,2023,Meets,3.5,74.5,Retain,2023-11-13
208,111,2024,Meets,3.5,59.2,Retain,2024-12-21
209,111,2025,Below,2.5,54.2,PIP,2025-11-23
210,112,2023,Below,2.6,61.7,Retain,2023-12-27
211,112,2024,Meets,3.8,84.2,Retain,2024-11-24
212,112,2025,Exceeds,4.2,50.6,Promote,2025-11-14
213,113,2023,Exceeds,4.1,59.3,Promote,2023-11-12
214,113,2024,Meets,3.7,82.0,Retain,2024-11-21
215,113,2025,Below,2.1,45.2,Retain,2025-12-28
216,115,2023,Meets,3.2,60.0,Retain,2023-11-18
217,115,2024,PIP,1.6,78.1,PIP,2024-12-22
218,115,2025,Meets,3.7,40.6,Retain,2025-11-02
219,116,2023,Meets,3.2,71.5,Retain,2023-12-16
220,116,2024,Meets,3.1,45.4,Retain,2024-12-22
221,116,2025,Exceeds,4.5,70.6,Retain,2025-12-18
222,117,2023,Exceeds,4.3,64.3,Promote,2023-12-06
223,117,2024,Exceeds,4.6,44.8,Promote,2024-11-12
224,117,2025,Meets,3.3,99.2,Retain,2025-11-17
225,118,2025,Below,2.5,73.3,Retain,2025-11-09
226,119,2023,Meets,3.7,86.7,Retain,2023-12-16
227,119,2024,PIP,1.7,92.4,Exit,2024-12-05
228,119,2025,Exceeds,4.2,55.6,Promote,2025-11-25
229,120,2023,Meets,3.1,86.6,Retain,2023-11-15
230,120,2024,Meets,3.6,62.6,Retain,2024-11-17
231,120,2025,Meets,2.9,60.5,Retain,2025-11-28
232,122,2023,Meets,3.3,56.7,Retain,2023-12-22
233,122,2024,Exceeds,4.8,69.1,Retain,2024-12-15
234,124,2024,Meets,2.9,75.0,Retain,2024-11-19
235,124,2025,Meets,3.2,58.8,Retain,2025-12-06
236,125,2023,Meets,3.9,77.2,Retain,2023-11-03
237,127,2024,Exceeds,4.8,62.2,Promote,2024-11-08
238,127,2025,Meets,3.4,98.4,Retain,2025-11-16
239,128,2024,Meets,3.2,52.0,Retain,2024-12-22
240,128,2025,PIP,1.2,75.0,Exit,2025-12-23
241,129,2023,Below,2.4,77.6,PIP,2023-12-19
242,129,2024,PIP,1.4,87.5,PIP,2024-12-04
243,129,2025,Meets,3.2,71.1,Retain,2025-11-26
244,130,2023,Exceeds,4.0,68.5,Promote,2023-11-07
245,130,2024,Meets,3.6,87.3,Retain,2024-12-02
246,130,2025,Meets,3.6,86.1,Retain,2025-12-22
247,131,2023,PIP,1.4,90.5,Exit,2023-11-09
248,131,2024,Exceeds,4.5,76.8,Promote,2024-12-22
249,131,2025,Meets,2.9,46.2,Retain,2025-12-21
250,132,2023,Exceeds,4.5,48.6,Retain,2023-12-18
251,132,2024,Meets,3.6,62.4,Retain,2024-12-25
252,132,2025,PIP,1.2,81.6,Exit,2025-12-24
253,133,2023,Meets,2.8,43.1,Retain,2023-11-04
254,133,2024,Meets,3.2,45.5,Retain,2024-12-20
255,133,2025,Meets,3.1,73.4,Retain,2025-11-23
256,134,2023,Exceeds,4.4,89.0,Promote,2023-12-12
257,134,2024,Below,2.2,84.1,PIP,2024-12-09
258,134,2025,Exceeds,4.1,73.4,Promote,2025-11-27
259,137,2023,Meets,3.5,73.4,Retain,2023-12-05
260,137,2024,Below,2.0,45.9,PIP,2024-11-07
261,137,2025,Meets,3.5,56.3,Retain,2025-12-13
262,141,2023,Meets,3.8,82.4,Retain,2023-12-12
263,141,2024,Meets,3.3,59.4,Retain,2024-12-04
264,141,2025,Below,2.2,42.4,PIP,2025-11-13
265,142,2023,Meets,3.7,73.6,Retain,2023-11-21
266,142,2024,Meets,3.8,77.2,Retain,2024-11-28
267,142,2025,Meets,3.6,47.4,Retain,2025-12-14
268,144,2023,Below,1.8,45.0,PIP,2023-11-25
269,144,2024,Meets,3.6,51.2,Retain,2024-12-02
270,144,2025,Meets,3.4,94.2,Retain,2025-11-28
271,145,2023,Meets,3.1,74.7,Retain,2023-11-10
272,145,2024,Meets,3.5,70.6,Retain,2024-12-23
273,146,2023,Meets,3.4,43.4,Retain,2023-12-07
274,146,2024,Below,2.1,70.5,Retain,2024-12-08
275,146,2025,Meets,3.2,61.9,Retain,2025-11-23
276,147,2023,Meets,3.9,48.9,Retain,2023-11-05
277,147,2024,Exceeds,4.4,61.5,Retain,2024-12-23
278,147,2025,Meets,2.9,58.4,Retain,2025-11-27
279,148,2023,Exceeds,4.7,87.8,Retain,2023-12-07
280,148,2024,Exceeds,4.7,85.3,Promote,2024-12-08
281,148,2025,Meets,3.3,40.5,Retain,2025-11-07
282,153,2024,Meets,3.1,89.0,Retain,2024-12-10
283,153,2025,Meets,3.6,72.9,Retain,2025-12-01
284,154,2023,Meets,3.2,48.0,Retain,2023-12-07
285,154,2024,Meets,3.5,62.3,Retain,2024-12-24
286,154,2025,Meets,3.8,50.7,Retain,2025-12-18
287,155,2023,Exceeds,4.7,85.0,Retain,2023-11-02
288,155,2024,Below,2.1,84.5,Retain,2024-11-23
289,155,2025,Meets,3.2,84.6,Retain,2025-11-27
290,156,2023,Meets,3.5,55.4,Retain,2023-11-24
291,156,2024,Meets,3.5,93.7,Retain,2024-12-27
292,156,2025,Below,2.3,72.8,Retain,2025-12-24
293,157,2024,Meets,3.6,68.6,Retain,2024-12-27
294,157,2025,Meets,3.1,94.6,Retain,2025-12-17
295,159,2023,Below,2.0,97.4,PIP,2023-12-22
296,159,2024,Below,2.7,60.7,PIP,2024-11-25
297,159,2025,Meets,3.3,42.6,Retain,2025-12-07
298,160,2023,Exceeds,4.9,65.2,Promote,2023-11-12
299,160,2024,Exceeds,4.3,80.9,Promote,2024-12-11
300,160,2025,Exceeds,4.9,69.2,Retain,2025-12-06
301,162,2023,Exceeds,4.8,88.3,Promote,2023-12-26
302,162,2024,Exceeds,5.0,61.2,Retain,2024-12-26
303,162,2025,Meets,3.8,57.3,Retain,2025-11-13
304,164,2025,Meets,3.4,78.3,Retain,2025-12-25
305,165,2023,Exceeds,5.0,92.6,Retain,2023-12-16
306,165,2024,Meets,2.9,61.3,Retain,2024-11-21
307,165,2025,Meets,3.5,53.4,Retain,2025-11-02
308,166,2023,Exceeds,4.9,63.2,Promote,2023-11-22
309,166,2024,Meets,3.2,96.3,Retain,2024-12-18
310,166,2025,Exceeds,4.5,54.4,Retain,2025-12-06
311,167,2025,Meets,3.3,61.3,Retain,2025-11-20
312,169,2024,Meets,3.0,70.1,Retain,2024-11-18
313,169,2025,Below,2.5,86.6,Retain,2025-12-16
314,170,2023,Meets,3.7,94.4,Retain,2023-11-05
315,170,2024,Meets,2.8,62.4,Retain,2024-12-05
316,170,2025,Below,2.5,63.7,PIP,2025-12-09
317,171,2023,Below,1.9,45.2,PIP,2023-12-16
318,171,2024,Meets,3.7,96.2,Retain,2024-11-15
319,171,2025,Meets,2.8,87.2,Retain,2025-12-22
320,172,2023,Meets,3.0,49.7,Retain,2023-11-10
321,172,2024,Meets,3.7,65.0,Retain,2024-11-20
322,172,2025,Meets,3.3,68.4,Retain,2025-11-11
323,174,2023,Meets,3.3,76.7,Retain,2023-12-15
324,174,2024,Exceeds,4.1,99.6,Promote,2024-11-23
325,174,2025,PIP,1.1,92.6,Exit,2025-12-19
326,176,2023,Meets,3.2,56.5,Retain,2023-12-07
327,176,2024,Meets,3.7,46.9,Retain,2024-11-01
328,176,2025,Meets,3.1,83.3,Retain,2025-12-11
329,177,2023,Below,2.0,51.3,PIP,2023-12-21
330,177,2024,Meets,3.2,86.0,Retain,2024-12-22
331,177,2025,Meets,3.6,77.2,Retain,2025-12-18
332,180,2023,Exceeds,4.4,56.3,Promote,2023-12-13
333,180,2024,Meets,3.1,64.9,Retain,2024-11-18
334,180,2025,Meets,3.9,96.0,Retain,2025-11-15
335,181,2025,Exceeds,4.7,70.5,Promote,2025-12-08
336,182,2023,Exceeds,4.5,48.5,Promote,2023-11-26
337,182,2024,Exceeds,4.8,64.3,Retain,2024-11-14
338,182,2025,Meets,2.9,46.5,Retain,2025-11-26
339,183,2025,Meets,3.7,80.2,Retain,2025-12-15
340,185,2023,Meets,2.9,88.1,Retain,2023-12-14
341,185,2024,Below,2.3,58.4,Retain,2024-12-09
342,185,2025,Meets,3.5,67.6,Retain,2025-11-20
343,186,2023,Exceeds,4.9,61.7,Promote,2023-11-23
344,187,2023,Meets,2.9,90.0,Retain,2023-11-13
345,187,2024,Meets,2.9,61.5,Retain,2024-12-19
346,187,2025,Exceeds,4.0,53.3,Retain,2025-12-08
347,188,2023,Meets,2.8,51.8,Retain,2023-11-02
348,188,2024,Exceeds,4.0,79.7,Retain,2024-12-28
349,188,2025,Exceeds,4.2,84.2,Retain,2025-11-12
350,189,2023,Below,2.1,82.0,Retain,2023-11-14
351,189,2024,Meets,3.5,68.8,Retain,2024-11-10
352,189,2025,Meets,2.8,58.8,Retain,2025-12-01
353,190,2023,Meets,3.4,87.1,Retain,2023-12-27
354,190,2024,Meets,3.9,65.5,Retain,2024-12-25
355,190,2025,Meets,3.9,47.7,Retain,2025-12-25
356,191,2023,Meets,3.2,47.9,Retain,2023-11-09
357,191,2024,Meets,3.8,44.4,Retain,2024-11-25
358,191,2025,Below,2.5,54.9,Retain,2025-11-03
359,192,2023,Meets,3.2,43.4,Retain,2023-12-18
360,192,2024,Below,2.6,60.4,PIP,2024-12-03
361,192,2025,Below,2.2,57.6,Retain,2025-11-10
362,193,2025,Meets,3.8,48.1,Retain,2025-12-22
363,194,2023,Exceeds,4.9,69.4,Retain,2023-12-23
364,194,2024,Exceeds,4.5,67.4,Promote,2024-12-01
365,194,2025,Meets,3.2,48.3,Retain,2025-12-23
366,195,2023,Meets,3.4,94.8,Retain,2023-11-15
367,195,2024,Exceeds,4.3,70.2,Retain,2024-12-11
368,195,2025,Meets,3.0,57.4,Retain,2025-11-26
369,196,2023,Below,2.0,85.4,Retain,2023-12-28
370,196,2024,Meets,3.7,54.5,Retain,2024-12-01
371,198,2023,Meets,3.6,95.7,Retain,2023-12-01
372,198,2024,Exceeds,4.8,64.7,Retain,2024-12-20
373,198,2025,PIP,1.2,84.0,PIP,2025-11-19
374,199,2023,Below,2.3,72.9,Retain,2023-11-07
375,199,2024,Exceeds,4.2,56.6,Promote,2024-11-21
376,199,2025,Exceeds,4.2,54.5,Promote,2025-12-18
377,200,2023,PIP,1.2,67.4,Exit,2023-12-02
378,200,2024,Meets,2.9,73.9,Retain,2024-12-18
379,200,2025,Exceeds,4.2,60.4,Retain,2025-12-28
380,201,2024,Meets,3.3,72.7,Retain,2024-11-04
381,201,2025,Meets,3.3,59.5,Retain,2025-11-14
382,202,2023,Below,2.4,99.9,PIP,2023-12-21
383,202,2024,Meets,3.0,92.5,Retain,2024-11-09
384,202,2025,PIP,1.4,43.4,PIP,2025-12-09
385,204,2025,Meets,3.6,84.5,Retain,2025-11-04
386,205,2025,Exceeds,4.8,80.7,Promote,2025-12-26
387,206,2023,Exceeds,4.6,76.0,Promote,2023-12-18
388,206,2024,Exceeds,4.5,87.9,Retain,2024-11-11
389,206,2025,Meets,3.0,49.0,Retain,2025-12-14
390,207,2025,Meets,3.5,74.1,Retain,2025-12-25
391,208,2023,Meets,3.9,73.3,Retain,2023-11-24
392,208,2024,Meets,3.4,99.3,Retain,2024-12-13
393,208,2025,Meets,3.6,80.2,Retain,2025-11-20
394,209,2023,Meets,3.6,62.9,Retain,2023-12-11
395,209,2024,Below,1.9,67.7,PIP,2024-12-04
396,209,2025,Below,2.6,67.4,PIP,2025-12-23
397,210,2023,Below,1.8,95.5,Retain,2023-11-16
398,210,2024,Meets,3.6,43.4,Retain,2024-12-07
399,210,2025,Meets,3.9,92.8,Retain,2025-11-16
400,211,2023,Exceeds,4.4,89.9,Promote,2023-11-15
401,211,2024,Exceeds,4.6,70.0,Promote,2024-12-04
402,211,2025,Meets,2.9,43.6,Retain,2025-12-03
403,212,2023,Below,2.2,57.9,Retain,2023-11-27
404,212,2024,Meets,3.1,43.8,Retain,2024-11-11
405,212,2025,Meets,3.4,87.8,Retain,2025-11-09
406,214,2023,Meets,3.8,84.4,Retain,2023-12-26
407,214,2024,Below,2.4,71.0,Retain,2024-12-12
408,214,2025,Exceeds,4.4,89.4,Promote,2025-12-01
409,215,2023,Meets,3.8,64.9,Retain,2023-12-15
410,215,2024,Meets,3.5,62.9,Retain,2024-12-11
411,215,2025,Below,2.3,96.6,PIP,2025-12-08
412,216,2023,Meets,3.7,83.7,Retain,2023-12-04
413,216,2024,Meets,3.3,62.9,Retain,2024-11-26
414,216,2025,Meets,3.8,62.0,Retain,2025-12-10
415,217,2025,Meets,3.4,55.3,Retain,2025-11-25
416,218,2025,Meets,3.1,60.4,Retain,2025-12-28
417,220,2023,Meets,3.1,94.3,Retain,2023-12-08
418,220,2024,Below,2.2,95.2,Retain,2024-11-03
419,220,2025,Below,1.9,61.8,Retain,2025-11-20
420,221,2023,Below,2.3,61.5,Retain,2023-12-04
421,221,2024,Exceeds,4.1,51.7,Promote,2024-11-23
422,221,2025,Meets,3.3,69.3,Retain,2025-12-13
423,222,2023,Meets,3.1,88.0,Retain,2023-12-18
424,222,2024,Meets,2.8,73.6,Retain,2024-12-04
425,222,2025,Meets,2.9,73.8,Retain,2025-11-19
426,224,2023,Below,2.1,88.3,Retain,2023-12-28
427,224,2024,Meets,2.9,41.5,Retain,2024-12-16
428,224,2025,Exceeds,4.4,86.7,Promote,2025-12-20
429,225,2023,Meets,3.7,44.4,Retain,2023-12-19
430,225,2024,Meets,3.9,88.9,Retain,2024-11-19
431,225,2025,Meets,3.0,74.9,Retain,2025-11-22
432,226,2023,Meets,2.9,99.6,Retain,2023-12-15
433,226,2024,Below,2.4,95.9,Retain,2024-12-01
434,226,2025,Meets,3.4,93.7,Retain,2025-11-21
435,227,2023,Meets,3.2,51.4,Retain,2023-11-04
436,227,2024,Meets,3.7,60.1,Retain,2024-12-13
437,227,2025,PIP,1.0,63.0,Exit,2025-12-24
438,228,2023,Meets,3.0,62.3,Retain,2023-11-22
439,228,2024,Meets,3.3,55.0,Retain,2024-11-09
440,228,2025,Meets,3.5,66.1,Retain,2025-11-19
441,229,2023,Exceeds,4.3,80.1,Promote,2023-11-25
442,229,2024,Meets,3.5,98.1,Retain,2024-12-01
443,229,2025,Exceeds,4.9,74.1,Retain,2025-11-05
444,230,2023,Meets,3.8,65.3,Retain,2023-12-21
445,230,2024,Meets,3.8,63.3,Retain,2024-11-11
446,230,2025,Meets,3.8,42.8,Retain,2025-11-27
447,231,2023,Meets,3.5,99.5,Retain,2023-12-20
448,231,2024,Meets,3.7,80.3,Retain,2024-11-21
449,231,2025,Meets,3.9,52.8,Retain,2025-11-20
450,232,2025,Below,2.5,57.7,Retain,2025-12-09
451,235,2023,Meets,3.1,68.7,Retain,2023-12-18
452,235,2024,Exceeds,4.1,61.6,Retain,2024-12-04
453,235,2025,Meets,3.2,60.5,Retain,2025-12-05
454,236,2023,Below,2.4,57.0,PIP,2023-12-09
455,236,2024,PIP,1.2,95.4,PIP,2024-12-15
456,236,2025,Meets,3.5,61.9,Retain,2025-11-03
457,238,2023,Exceeds,4.4,97.4,Retain,2023-12-11
458,238,2024,Meets,3.8,76.9,Retain,2024-11-22
459,238,2025,Meets,3.3,58.6,Retain,2025-11-06
